,final_match_id,final_qual,final_match,num_pdbs,PDB,ALPHAFOLD,ALPHAFOLD_MULTIMER,SWISS,ITASSER
Unmodelled_MONOMER_b2233,Unmodelled_MONOMER_b2233_&_full_match_1,89.677176,{'AF-P45508-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
PGPPHOSPHAA-MONOMER,PGPPHOSPHAA-MONOMER_&_full_match_0,89.42476744186047,{'AF-P18200-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CHORPYRLY-MONOMER,CHORPYRLY-MONOMER_&_full_match_2,99.6,{'UBIC_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
E2O,E2O_&_full_match_1,57.29999999999999,{'P0AFG6_174_405_1e2o_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3322,Unmodelled_MONOMER_b3322_&_full_match_0,67.17179856115109,{'AF-P03825-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-3976_edit,CPLX0-3976_edit_&_subset_match_0,86.0182456140351,"{'AF-P27835-F1-model_v2_&_NOBFS_0': 1, 'AF-P0AG00-F1-model_v2_&_NOBFS_0': 1}",2.0,,1.0,,,
TatA_MONOMER,TatA_MONOMER_&_full_match_2,74.46325842696629,{'AF-P69428-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2238,Unmodelled_MONOMER_b2238_&_full_match_0,79.30220588235295,{'AF-P45505-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
EG11426-MONOMER,EG11426-MONOMER_&_full_match_1,91.69664310954063,{'AF-P27241-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2216,Unmodelled_MONOMER_b2216_&_full_match_1,82.9251573033708,{'AF-P39838-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
EG11167-MONOMER,EG11167-MONOMER_&_full_match_1,86.45233463035021,{'AF-P0A8H3-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b3582,Unmodelled_DIMER_b3582_&_full_match_1,97.75,{'P37679_6_285_3cqh_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1057,Unmodelled_MONOMER_b1057_&_full_match_0,95.43882978723404,{'AF-P75925-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
PITA-MONOMER,PITA-MONOMER_&_full_match_0,87.2099398797595,{'AF-P0AFJ7-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
ABC-40-CPLX,ABC-40-CPLX_&_full_match_0,86.34660426081345,{'ABC-40-CPLX_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_DIMER_b3589,Unmodelled_DIMER_b3589_&_full_match_0,99.7,{'P37686_2_383_3owo_&_NOBFS_0': 1},1.0,,,,1.0,
EG11829-OCTAMER,EG11829-OCTAMER_&_full_match_0,95.4,{'1fr9-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b4664,Unmodelled_MONOMER_b4664_&_full_match_0,95.65105263157896,{'AF-C1P616-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4282,Unmodelled_MONOMER_b4282_&_full_match_0,74.61121951219513,{'AF-P39355-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
EG11288-DIMER,EG11288-DIMER_&_full_match_0,98.7,{'P23917_2_299_2qm1_&_NOBFS_0': 1},1.0,,,,1.0,
DALADALALIGA-DIMER,DALADALALIGA-DIMER_&_full_match_1,99.5,{'P0A6J8_2_363_3q1k_&_NOBFS_0': 1},1.0,,,,1.0,
RluD_mono,RluD_mono_&_full_match_0,99.4,{'P33643_2_325_2ist_&_NOBFS_0': 1},1.0,,,,1.0,
ERYTH4PDEHYDROG-CPLX,ERYTH4PDEHYDROG-CPLX_&_full_match_0,99.55,{'P0A9B6_2_339_2x5k_&_NOBFS_0': 1},1.0,,,,1.0,
ABC-19-CPLX,ABC-19-CPLX_&_full_match_0,83.54527836504579,{'ABC-19-CPLX_AlphaMulti': 1},1.0,,,1.0,,
EG10370-DIMER,EG10370-DIMER_&_full_match_0,94.1,{'P62620_6_356_3noy_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b1187,Unmodelled_DIMER_b1187_&_full_match_0,96.45,{'P0A8V6_5_239_1h9t_&_NOBFS_0': 1},1.0,,,,1.0,
RED-THIOREDOXIN-MONOMER,RED-THIOREDOXIN-MONOMER_&_full_match_0,100.0,{'P0AA25_1_109_3dxb_&_NOBFS_0': 1},1.0,,,,1.0,
ADHC-CPLX,ADHC-CPLX_&_full_match_0,97.56482384823849,{'ADHC-CPLX_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-238,CPLX0-238_&_full_match_0,99.3,{'1k92-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
CPLX0-236,CPLX0-236_&_full_match_0,94.87861209964413,{'CPLX0-236_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-237,CPLX0-237_&_full_match_1,95.6,{'P0A9D4_2_262_1t3d_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-234,CPLX0-234_&_full_match_1,95.3,{'1i52-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
CPLX0-235,CPLX0-235_&_full_match_1,97.77194444444444,{'CPLX0-235_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b2127,Unmodelled_MONOMER_b2127_&_full_match_2,92.00041152263374,{'AF-P33358-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2126,Unmodelled_MONOMER_b2126_&_full_match_0,88.77966131907309,{'AF-P0AD14-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-230,CPLX0-230_&_full_match_0,98.75,{'P11071_2_574_3lc6_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-231,CPLX0-231_&_full_match_0,84.38557591623038,{'CPLX0-231_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-1924,CPLX0-1924_&_subset_match_3,81.28949044585988,"{'b3006_5__b3005_2__AlphaMulti': 1, 'P06129_25_614_2gsk_&_NOBFS_0': 1, 'AF-P02929-F1-model_v2_&_NOBFS_0': 1}",3.0,,0.10148619957537156,0.637791932059448,0.26072186836518046,
CPLX0-1923,CPLX0-1923_&_subset_match_1,76.06625502584723,"{'b3006_5__b3005_2__AlphaMulti': 1, 'AF-P02929-F1-model_v2_&_NOBFS_0': 1}",2.0,,0.1372774267662263,0.8627225732337737,,
CPLX0-341,CPLX0-341_&_full_match_0,35.52499999999999,{'6tgv-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
CPLX0-0,CPLX0-0_&_subset_match_0,43.45009310986964,"{'AF-P0A8J2-F1-model_v2_&_NOBFS_0': 1, '6aep-assembly1.cif_&_NOBFS_0': 1}",2.0,0.6666666666666666,0.3333333333333333,,,
Unmodelled_DIMER_b0472,Unmodelled_DIMER_b0472_&_full_match_0,98.0,{'P0A7H6_3_199_4o6o_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3672,Unmodelled_MONOMER_b3672_&_full_match_0,75.83406249999999,{'AF-P03061-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
G6657-MONOMER,G6657-MONOMER_&_full_match_0,93.0,{'P76045_22_301_5mwv_&_NOBFS_0': 1},1.0,,,,1.0,
EG12285-DIMER,EG12285-DIMER_&_full_match_1,96.8,{'P37678_4_216_3exr_&_NOBFS_0': 1},1.0,,,,1.0,
HOLO-ACP-SYNTH-CPLX,HOLO-ACP-SYNTH-CPLX_&_full_match_0,90.14059523809523,{'HOLO-ACP-SYNTH-CPLX_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b4662,Unmodelled_MONOMER_b4662_&_full_match_0,83.75418604651162,{'AF-C1P5Z7-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
PGPPHOSPHAB-MONOMER,PGPPHOSPHAB-MONOMER_&_full_match_3,100.0,{'P0A924_1_254_5jwy_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b1450,Unmodelled_DIMER_b1450_&_full_match_0,95.25,{'P76114_10_220_4p9f_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b0483,Unmodelled_DIMER_b0483_&_full_match_1,88.5,{'P0A9T6_7_108_2eby_&_NOBFS_0': 1},1.0,,,,1.0,
Sra_mono,Sra_mono_&_full_match_0,78.67733333333334,{'AF-P68191-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3644,Unmodelled_MONOMER_b3644_&_full_match_1,89.94017421602787,{'AF-P23839-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b1320,Unmodelled_DIMER_b1320_&_full_match_1,99.4,{'P77615_3_332_1jft_&_NOBFS_0': 1},1.0,,,,1.0,
G6414-MONOMER_CPLX0-1923,G6414-MONOMER_CPLX0-1923_&_subset_match_3,81.39438224710116,"{'b3006_5__b3005_2__AlphaMulti': 1, 'P75780_50_760_6bpm_&_NOBFS_0': 1, 'AF-P02929-F1-model_v2_&_NOBFS_0': 1}",3.0,,0.09556177528988405,0.6005597760895641,0.3038784486205518,
CPLX0-3761,CPLX0-3761_&_full_match_1,100.0,{'P0A988_1_366_1mmi_&_NOBFS_0': 1},1.0,,,,1.0,
MONOMER0-1842,MONOMER0-1842_&_full_match_0,97.19674603174604,{'AF-P0A790-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
L-LACTDEHYDROGFMN-TETRAMER,L-LACTDEHYDROGFMN-TETRAMER_&_full_match_1,94.4,{'P33232_3_376_6gmc_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b2187,Unmodelled_DIMER_b2187_&_full_match_1,100.0,{'P0AD24_1_75_2jrx_&_NOBFS_0': 1},1.0,,,,1.0,
PHOSPHO-OMPR,PHOSPHO-OMPR_&_full_match_0,74.76497907949792,{'PHOSPHO-OMPR_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b4663,Unmodelled_MONOMER_b4663_&_full_match_0,81.81392857142855,{'AF-C1P605-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2122,Unmodelled_MONOMER_b2122_&_full_match_1,88.86620521172638,{'AF-P33353-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
InfC_mono,InfC_mono_&_full_match_2,93.3,{'P0A707_12_179_5lmo_&_NOBFS_0': 1},1.0,,,,1.0,
SUCCGLUALDDEHYD-MONOMER,SUCCGLUALDDEHYD-MONOMER_&_full_match_2,96.87140243902435,{'SUCCGLUALDDEHYD-MONOMER_AlphaMulti': 1},1.0,,,1.0,,
GSP-CPLX,GSP-CPLX_&_full_match_0,98.0,{'P0AES0_12_618_2iob_&_NOBFS_0': 1},1.0,,,,1.0,
MTR-MONOMER,MTR-MONOMER_&_full_match_1,89.19891304347826,{'AF-P0AAD2-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
DIOHBUTANONEPSYN-CPLX,DIOHBUTANONEPSYN-CPLX_&_full_match_1,95.4,{'1g57-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
RHAT-MONOMER,RHAT-MONOMER_&_full_match_1,93.41758720930231,{'AF-P27125-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
EG11486-MONOMER,EG11486-MONOMER_&_full_match_0,80.7404326923077,{'AF-P0AAA7-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-7734,CPLX0-7734_&_full_match_0,91.83688034188036,{'CPLX0-7734_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_TETRAMER_b2351,Unmodelled_TETRAMER_b2351_&_full_match_1,99.3,{'P77293_1_304_5ekp_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7731,CPLX0-7731_&_full_match_1,93.69916139240507,{'CPLX0-7731_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-7733,CPLX0-7733_&_full_match_1,96.318125,{'CPLX0-7733_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-7732,CPLX0-7732_&_full_match_2,92.9169798657718,{'CPLX0-7732_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b1023,Unmodelled_MONOMER_b1023_&_full_match_1,93.51455357142856,{'AF-P75906-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1790,Unmodelled_MONOMER_b1790_&_full_match_0,89.4,{'P76241_19_262_6pb9_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1793,Unmodelled_MONOMER_b1793_&_full_match_1,85.425,{'AF-P64493-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1020,Unmodelled_MONOMER_b1020_&_full_match_1,74.21084745762711,{'AF-P0A9K1-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
THRESYN-MONOMER,THRESYN-MONOMER_&_full_match_0,100.0,{'1vb3-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b1794,Unmodelled_MONOMER_b1794_&_full_match_1,90.69870967741934,{'AF-P76245-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1025,Unmodelled_MONOMER_b1025_&_full_match_1,90.0,{'YCDT_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b1024,Unmodelled_MONOMER_b1024_&_full_match_3,91.6278810408922,{'AF-P69434-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1799,Unmodelled_MONOMER_b1799_&_full_match_1,90.56501628664495,{'AF-P76250-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1798,Unmodelled_MONOMER_b1798_&_full_match_1,85.88679245283019,{'AF-P76249-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1029,Unmodelled_MONOMER_b1029_&_full_match_0,90.0631707317073,{'AF-P75910-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1028,Unmodelled_MONOMER_b1028_&_full_match_1,92.52598130841122,{'AF-Q7DFV4-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
ABC-58-CPLX,ABC-58-CPLX_&_full_match_0,84.07207485226526,{'ABC-58-CPLX_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b4558,Unmodelled_MONOMER_b4558_&_full_match_0,73.40835820895522,{'AF-P0ADN6-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1339,Unmodelled_MONOMER_b1339_&_full_match_1,90.82688741721856,{'AF-P77744-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4559,Unmodelled_MONOMER_b4559_&_full_match_1,69.25561403508772,{'AF-P64646-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_HEXAMER_b2494,Unmodelled_HEXAMER_b2494_&_full_match_0,89.76666666666668,{'P66948_45_482_6ait_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1336,Unmodelled_MONOMER_b1336_&_full_match_1,88.07281496062994,{'AF-P46133-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1335,Unmodelled_MONOMER_b1335_&_full_match_3,97.7,{'P0AFH0_4_170_4bhc_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1332,Unmodelled_MONOMER_b1332_&_full_match_0,93.27705882352943,{'AF-P64445-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1331,Unmodelled_MONOMER_b1331_&_full_match_1,92.63036809815952,{'AF-P0CE52-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
EG11736-MONOMER,EG11736-MONOMER_&_full_match_0,96.45837696335079,{'AF-P63228-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4038,Unmodelled_MONOMER_b4038_&_full_match_2,86.78122171945702,{'AF-P32690-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CARDIOLIPSYN-MONOMER,CARDIOLIPSYN-MONOMER_&_full_match_0,90.31502057613169,{'AF-P0A6H8-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
UDPACYLGLCNACDEACETYL-MONOMER,UDPACYLGLCNACDEACETYL-MONOMER_&_full_match_3,99.0,{'4mqy-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
EG10669-MONOMER,EG10669-MONOMER_&_full_match_0,79.70156069364162,{'AF-P0A910-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
G6519-DIMER,G6519-DIMER_&_full_match_0,96.9,{'P75894_7_196_3bem_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-2381,CPLX0-2381_&_subset_match_0,70.5143884131515,"{'P0A6P9_1_431_6d3q_&_NOBFS_0': 1, '7ogl-assembly1.cif_&_MATCH_2': 1, '4kbf-assembly3.cif_&_MATCH_4': 1, 'P21513_1_515_2vmk_&_NOBFS_0': 1, '1xdp-assembly1.cif_&_NOBFS_0': 1}",5.0,0.459985199281108,,,0.5400148007188921,
Unmodelled_DIMER_b1067,Unmodelled_DIMER_b1067_&_full_match_0,80.5,{'P29217_1_173_5vyv_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_TETRAMER_b1686,Unmodelled_TETRAMER_b1686_&_full_match_0,95.7,{'1sbk-assembly1.cif_&_MATCH_0': 1},1.0,1.0,,,,
CPLX0-2141,CPLX0-2141_&_full_match_0,72.94479756203744,{'5v5s-assembly1.cif_&_MATCH_0': 1},1.0,1.0,,,,
CPLX0-7420,CPLX0-7420_&_full_match_0,97.15,{'P0AE01_1_240_4xbo_&_NOBFS_0': 1},1.0,,,,1.0,
PHOSNACMURPENTATRANS-MONOMER,PHOSNACMURPENTATRANS-MONOMER_&_full_match_1,95.8,{'P0A6W3_15_359_6oyh_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7422,CPLX0-7422_&_full_match_0,87.11138157894737,{'CPLX0-7422_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-7425,CPLX0-7425_&_full_match_0,87.97087662337661,{'CPLX0-7425_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b0317,Unmodelled_MONOMER_b0317_&_full_match_1,96.35133333333332,{'AF-P77219-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-7426,CPLX0-7426_&_full_match_0,99.4,{'P0AD57_1_321_5ze6_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0318,Unmodelled_MONOMER_b0318_&_full_match_0,98.5,{'P77736_4_201_4qfv_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0319,Unmodelled_MONOMER_b0319_&_full_match_1,94.46226480836235,{'AF-P77297-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1248,Unmodelled_MONOMER_b1248_&_full_match_3,97.2,{'YCIU_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
CPLX0-901,CPLX0-901_&_full_match_1,93.4,{'P68398_2_157_1z3a_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-902,CPLX0-902_&_full_match_0,98.7,{'P31992_2_77_1gyy_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4001,Unmodelled_MONOMER_b4001_&_full_match_0,89.97285714285714,{'AF-P32681-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
NAG1P-URIDYLTRANS-CPLX,NAG1P-URIDYLTRANS-CPLX_&_full_match_0,96.90000000000002,{'P0ACC7_8_449_4fce_&_NOBFS_0': 1},1.0,,,,1.0,
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER,1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER_&_full_match_1,96.3,{'P26647_1_236_5kym_&_NOBFS_0': 1},1.0,,,,1.0,
EG12287-MONOMER,EG12287-MONOMER_&_full_match_1,97.19654761904764,{'EG12287-MONOMER_AlphaMulti': 1},1.0,,,1.0,,
ACETYLGLUTKIN-CPLX,ACETYLGLUTKIN-CPLX_&_full_match_0,100.0,{'1gs5-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
CHEA-CPLX,CHEA-CPLX_&_full_match_1,75.02019113149848,{'CHEA-CPLX_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b3229,Unmodelled_MONOMER_b3229_&_full_match_2,94.903820754717,{'AF-P0ACA3-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
AMYLOMALT-MONOMER,AMYLOMALT-MONOMER_&_full_match_1,97.6,{'P15977_1_677_4s3p_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0868,Unmodelled_MONOMER_b0868_&_full_match_2,93.67916913946587,{'AF-P75821-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0869,Unmodelled_MONOMER_b0869_&_full_match_0,89.39279411764706,{'AF-P75822-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0865,Unmodelled_MONOMER_b0865_&_full_match_1,82.26853801169591,{'AF-P75818-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
EG11600-MONOMER,EG11600-MONOMER_&_full_match_3,96.0482206405694,{'AF-P31142-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0266,Unmodelled_MONOMER_b0266_&_full_match_0,94.4,{'YAGB_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
CPLX0-1541,CPLX0-1541_&_full_match_1,100.0,{'4wkc-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b0264,Unmodelled_MONOMER_b0264_&_full_match_1,86.89946107784431,{'AF-P0CF26-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0265,Unmodelled_MONOMER_b0265_&_full_match_1,88.16450549450548,{'AF-P0CF08-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0262,Unmodelled_MONOMER_b0262_&_full_match_2,97.7,{'P37009_6_345_3d31_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4484,Unmodelled_MONOMER_b4484_&_full_match_0,77.82174698795181,{'AF-P0AE85-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0269,Unmodelled_MONOMER_b0269_&_full_match_2,95.36995419847328,{'AF-P77596-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-7645,CPLX0-7645_&_full_match_0,100.0,{'P0AEN8_1_140_2wcv_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7647,CPLX0-7647_&_full_match_1,99.0,{'1rkd-assembly1.cif_&_MATCH_2': 1},1.0,1.0,,,,
CPLX0-7646,CPLX0-7646_&_full_match_0,99.72,{'P04982_1_139_3e7n_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7641,CPLX0-7641_&_full_match_1,95.3,{'2qfi-assembly2.cif_&_MATCH_0': 1},1.0,1.0,,,,
CPLX0-7643,CPLX0-7643_&_full_match_1,99.4,{'3ulk-assembly2.cif_&_NOBFS_0': 1},1.0,1.0,,,,
CPLX0-7642,CPLX0-7642_&_full_match_1,78.89341999999998,{'CPLX0-7642_AlphaMulti': 1},1.0,,,1.0,,
CPLX0-3081,CPLX0-3081_&_full_match_0,99.5,{'1wl9-assembly1.cif_&_MATCH_2': 1},1.0,1.0,,,,
CPLX0-7649,CPLX0-7649_&_full_match_1,100.0,{'P32156_1_104_1x8d_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7648,CPLX0-7648_&_full_match_0,91.85,{'P0AFX9_23_316_2v42_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4483,Unmodelled_MONOMER_b4483_&_full_match_1,100.0,{'P27859_1_260_1xwy_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b0823,Unmodelled_DIMER_b0823_&_full_match_0,99.1,{'P75793_6_808_5i2a_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4637,Unmodelled_MONOMER_b4637_&_full_match_0,75.48821428571429,{'AF-A8DYP9-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
PRAI-IGPS,PRAI-IGPS_&_full_match_0,99.8,{'1pii-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
Unmodelled_TETRAMER_b2300,Unmodelled_TETRAMER_b2300_&_full_match_0,99.45,{'P67095_1_184_1su1_&_NOBFS_0': 1},1.0,,,,1.0,
PROTOHEME-FERROCHELAT-DIMER,PROTOHEME-FERROCHELAT-DIMER_&_full_match_1,99.7,{'P23871_2_320_3hcn_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7745,CPLX0-7745_&_full_match_1,86.020350877193,{'CPLX0-7745_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b3348,Unmodelled_MONOMER_b3348_&_full_match_0,89.72180555555555,{'AF-P0A8R4-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
OCTAPRENYL-METHOXYPHENOL-OH-MONOMER,OCTAPRENYL-METHOXYPHENOL-OH-MONOMER_&_full_match_1,91.40660714285713,{'AF-P25534-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4757,Unmodelled_MONOMER_b4757_&_full_match_0,67.60076923076923,{'AF-P0DPP8-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4102,Unmodelled_MONOMER_b4102_&_full_match_1,85.83439834024895,{'AF-P16684-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_PENTAMER_b1075,Unmodelled_PENTAMER_b1075_&_full_match_0,74.56,{'7bhq-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b2081,Unmodelled_MONOMER_b2081_&_full_match_1,84.14083885209712,{'AF-P76403-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
YGFO-MONOMER,YGFO-MONOMER_&_full_match_0,87.5562017167382,{'AF-P67444-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-7740,CPLX0-7740_&_full_match_0,85.78152492668622,{'CPLX0-7740_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b4527,Unmodelled_MONOMER_b4527_&_full_match_1,91.89078431372549,{'AF-P0ACW0-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
MALTACETYLTRAN-CPLX,MALTACETYLTRAN-CPLX_&_full_match_0,99.5,{'6ag8-assembly2.cif_&_MATCH_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b3662,Unmodelled_MONOMER_b3662_&_full_match_0,91.63409090909092,{'AF-P0ADL1-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
