,alphafold1_model_score,alphafold1_ipTM,alphafold1_pTM,plddt,pdb_file,score_file,dfparent_index,sequence_length,QCQA_verdict,PDB,SWISS,Comments
GRXB-MONOMER_EG12237-MONOMER,0.6159999942779542,0.5699999928474426,0.8,93.39662921348314,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/GRXB-MONOMER_EG12237-MONOMER.result/GRXB-MONOMER_EG12237-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/GRXB-MONOMER_EG12237-MONOMER.result/GRXB-MONOMER_EG12237-MONOMER_unrelaxed_rank_1_model_3_scores.json,GRXB-MONOMER_EG12237-MONOMER,356.0,Good,,,
CPLX0-7684,0.8279999790191651,0.8399999737739563,0.78,84.28848314606742,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7684.result/CPLX0-7684_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7684.result/CPLX0-7684_unrelaxed_rank_1_model_3_scores.json,CPLX0-7684,356.0,Auto,,,
CPLX0-7787,0.7560000000000001,0.75,0.78,91.97196629213482,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7787.result/CPLX0-7787_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7787.result/CPLX0-7787_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-7787,356.0,Good,,,
EG11829-MONOMER_EG11828-MONOMER,0.22000000047683718,0.14000000059604645,0.54,82.97363143631438,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/EG11829-MONOMER_EG11828-MONOMER.result/EG11829-MONOMER_EG11828-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/EG11829-MONOMER_EG11828-MONOMER.result/EG11829-MONOMER_EG11828-MONOMER_unrelaxed_rank_1_model_3_scores.json,EG11829-MONOMER_EG11828-MONOMER,369.0,Poor,,,
CPLX0-1581,0.7659999923706056,0.7599999904632568,0.79,80.92583333333333,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-1581.result/CPLX0-1581_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-1581.result/CPLX0-1581_unrelaxed_rank_1_model_3_scores.json,CPLX0-1581,372.0,Good,,,
CPLX0-7682,0.6400000038146972,0.6200000047683716,0.72,86.77662303664921,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7682.result/CPLX0-7682_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7682.result/CPLX0-7682_unrelaxed_rank_1_model_3_scores.json,CPLX0-7682,382.0,Good,,,
CPLX0-3971,0.9419999980926514,0.9399999976158142,0.95,95.67494764397907,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3971.result/CPLX0-3971_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3971.result/CPLX0-3971_unrelaxed_rank_1_model_3_scores.json,CPLX0-3971,382.0,Auto,,,
DsbAB-CPLX,0.5660000000000001,0.53,0.71,81.47205729166667,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/DsbAB-CPLX.result/DsbAB-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/DsbAB-CPLX.result/DsbAB-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,DsbAB-CPLX,384.0,Poor,,,
CPLX0-7852,0.8620000038146973,0.8700000047683716,0.83,85.73416879795396,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7852.result/CPLX0-7852_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7852.result/CPLX0-7852_unrelaxed_rank_1_model_3_scores.json,CPLX0-7852,391.0,Auto,,,
CPLX0-7536,0.15200000286102297,0.09000000357627869,0.4,71.77982142857142,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7536.result/CPLX0-7536_unrelaxed_rank_1_model_4.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7536.result/CPLX0-7536_unrelaxed_rank_1_model_4_scores.json,CPLX0-7536,392.0,Poor,,,
CPLX0-7754,0.7340000152587891,0.7300000190734863,0.75,88.64201530612245,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7754.result/CPLX0-7754_unrelaxed_rank_1_model_4.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7754.result/CPLX0-7754_unrelaxed_rank_1_model_4_scores.json,CPLX0-7754,392.0,Good,,,
GrpE_dim,0.664000020980835,0.6600000262260437,0.68,79.4329695431472,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/GrpE_dim.result/GrpE_dim_unrelaxed_rank_1_model_4.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/GrpE_dim.result/GrpE_dim_unrelaxed_rank_1_model_4_scores.json,GrpE_dim,394.0,Good,,,
CPLX0-7913,0.398,0.34,0.63,90.12106598984772,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7913.result/CPLX0-7913_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7913.result/CPLX0-7913_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-7913,394.0,Good,,,
ADENYLYLSULFKIN-CPLX,0.8999999809265138,0.8999999761581421,0.9,91.32786069651742,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ADENYLYLSULFKIN-CPLX.result/ADENYLYLSULFKIN-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ADENYLYLSULFKIN-CPLX.result/ADENYLYLSULFKIN-CPLX_unrelaxed_rank_1_model_3_scores.json,ADENYLYLSULFKIN-CPLX,402.0,Auto,,,
CPLX0-3821,0.7460000000000001,0.75,0.73,78.2087684729064,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3821.result/CPLX0-3821_unrelaxed_rank_1_model_4.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3821.result/CPLX0-3821_unrelaxed_rank_1_model_4_scores.json,CPLX0-3821,406.0,Good,,,
CPLX0-3924,0.6760000057220459,0.6800000071525574,0.66,94.45737864077671,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3924.result/CPLX0-3924_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3924.result/CPLX0-3924_unrelaxed_rank_1_model_3_scores.json,CPLX0-3924,412.0,Good,,,
ACETOLACTSYNII-CPLX,0.8439999866485597,0.8299999833106995,0.9,93.2074154589372,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ACETOLACTSYNII-CPLX.result/ACETOLACTSYNII-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ACETOLACTSYNII-CPLX.result/ACETOLACTSYNII-CPLX_unrelaxed_rank_1_model_3_scores.json,ACETOLACTSYNII-CPLX,414.0,Auto,,,
PC00084,0.8420000190734864,0.8500000238418579,0.81,84.7803073286052,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/PC00084.result/PC00084_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/PC00084.result/PC00084_unrelaxed_rank_1_model_3_scores.json,PC00084,423.0,Auto,,,
CHEZ-CPLX,0.6999999904632569,0.699999988079071,0.7,72.26058411214953,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CHEZ-CPLX.result/CHEZ-CPLX_unrelaxed_rank_1_model_5.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CHEZ-CPLX.result/CHEZ-CPLX_unrelaxed_rank_1_model_5_scores.json,CHEZ-CPLX,428.0,Good,,,
UBIX-MONOMER_DHHB-METHYLTRANSFER-MONOMER,0.15000000023841858,0.07000000029802322,0.47,81.89923076923078,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/UBIX-MONOMER_DHHB-METHYLTRANSFER-MONOMER.result/UBIX-MONOMER_DHHB-METHYLTRANSFER-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/UBIX-MONOMER_DHHB-METHYLTRANSFER-MONOMER.result/UBIX-MONOMER_DHHB-METHYLTRANSFER-MONOMER_unrelaxed_rank_1_model_3_scores.json,UBIX-MONOMER_DHHB-METHYLTRANSFER-MONOMER,429.0,DNE,,,
ATOA-CPLX,0.23599999713897707,0.1599999964237213,0.54,90.5468287037037,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ATOA-CPLX.result/ATOA-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ATOA-CPLX.result/ATOA-CPLX_unrelaxed_rank_1_model_3_scores.json,ATOA-CPLX,432.0,DNE,,,
CARBODEHYDRAT-CPLX,0.9419999980926514,0.9399999976158142,0.95,96.08180365296803,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CARBODEHYDRAT-CPLX.result/CARBODEHYDRAT-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CARBODEHYDRAT-CPLX.result/CARBODEHYDRAT-CPLX_unrelaxed_rank_1_model_3_scores.json,CARBODEHYDRAT-CPLX,438.0,Auto,,,
CPLX0-7916,0.8140000019073487,0.8100000023841858,0.83,82.28437641723355,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7916.result/CPLX0-7916_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7916.result/CPLX0-7916_unrelaxed_rank_1_model_3_scores.json,CPLX0-7916,441.0,Auto,,,
CPLX0-3281,0.7400000076293946,0.7400000095367432,0.74,92.89123893805309,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3281.result/CPLX0-3281_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3281.result/CPLX0-3281_unrelaxed_rank_1_model_3_scores.json,CPLX0-3281,452.0,Good,,,
RNase_III_dim,0.7400000076293946,0.7400000095367432,0.74,92.8912610619469,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/RNase_III_dim.result/RNase_III_dim_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/RNase_III_dim.result/RNase_III_dim_unrelaxed_rank_1_model_3_scores.json,RNase_III_dim,452.0,Good,,,
GLUTAMIDOTRANS-CPLX,0.9039999809265138,0.8999999761581421,0.92,92.39022026431718,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/GLUTAMIDOTRANS-CPLX.result/GLUTAMIDOTRANS-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/GLUTAMIDOTRANS-CPLX.result/GLUTAMIDOTRANS-CPLX_unrelaxed_rank_1_model_3_scores.json,GLUTAMIDOTRANS-CPLX,454.0,Auto,,,
CPLX0-7422,0.7520000000000001,0.75,0.76,87.11138157894737,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7422.result/CPLX0-7422_unrelaxed_rank_1_model_4.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7422.result/CPLX0-7422_unrelaxed_rank_1_model_4_scores.json,CPLX0-7422,456.0,Good,,,
CPLX0-7822,0.4659999904632569,0.44999998807907104,0.53,92.9814847161572,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7822.result/CPLX0-7822_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7822.result/CPLX0-7822_unrelaxed_rank_1_model_3_scores.json,CPLX0-7822,458.0,Good,,,ExbBD - dimer
TORR-CPLX,0.660000020980835,0.6600000262260437,0.66,86.19913043478262,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/TORR-CPLX.result/TORR-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/TORR-CPLX.result/TORR-CPLX_unrelaxed_rank_1_model_3_scores.json,TORR-CPLX,460.0,Good,,,
CPLX0-7986,0.8399999866485597,0.8299999833106995,0.88,88.6492656587473,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7986.result/CPLX0-7986_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7986.result/CPLX0-7986_unrelaxed_rank_1_model_3_scores.json,CPLX0-7986,463.0,Auto,,,
CPLX0-7748,0.23400000143051147,0.17000000178813934,0.49,82.36730603448274,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7748.result/CPLX0-7748_unrelaxed_rank_1_model_4.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7748.result/CPLX0-7748_unrelaxed_rank_1_model_4_scores.json,CPLX0-7748,464.0,Poor,,,
PHOSPHO-OMPR,0.3199999933242798,0.28999999165534973,0.44,74.76497907949792,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/PHOSPHO-OMPR.result/PHOSPHO-OMPR_unrelaxed_rank_1_model_4.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/PHOSPHO-OMPR.result/PHOSPHO-OMPR_unrelaxed_rank_1_model_4_scores.json,PHOSPHO-OMPR,478.0,Good,,,
CPLX0-7721,0.6240000038146973,0.6200000047683716,0.64,84.96041841004184,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7721.result/CPLX0-7721_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7721.result/CPLX0-7721_unrelaxed_rank_1_model_3_scores.json,CPLX0-7721,478.0,Good,,,
DHHB-METHYLTRANSFER-CPLX,0.18599999952316285,0.10999999940395355,0.49,74.89668750000001,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/DHHB-METHYLTRANSFER-CPLX.result/DHHB-METHYLTRANSFER-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/DHHB-METHYLTRANSFER-CPLX.result/DHHB-METHYLTRANSFER-CPLX_unrelaxed_rank_1_model_3_scores.json,DHHB-METHYLTRANSFER-CPLX,480.0,DNE,,,
CPLX0-7909,0.7540000095367432,0.800000011920929,0.57,86.09325,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7909.result/CPLX0-7909_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7909.result/CPLX0-7909_unrelaxed_rank_1_model_3_scores.json,CPLX0-7909,480.0,Good,,,
PC00103,0.7659999923706056,0.7599999904632568,0.79,90.17429166666668,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/PC00103.result/PC00103_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/PC00103.result/PC00103_unrelaxed_rank_1_model_3_scores.json,PC00103,480.0,Good,,,
EG11595-MONOMER_EG11666-MONOMER,0.21199999952316284,0.10999999940395355,0.62,83.90624489795918,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/EG11595-MONOMER_EG11666-MONOMER.result/EG11595-MONOMER_EG11666-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/EG11595-MONOMER_EG11666-MONOMER.result/EG11595-MONOMER_EG11666-MONOMER_unrelaxed_rank_1_model_3_scores.json,EG11595-MONOMER_EG11666-MONOMER,490.0,DNE,,,
CPLX0-7797,0.8899999885559083,0.8899999856948853,0.89,89.40476000000001,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7797.result/CPLX0-7797_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7797.result/CPLX0-7797_unrelaxed_rank_1_model_3_scores.json,CPLX0-7797,500.0,Auto,,,
CPLX0-7934,0.662000020980835,0.6600000262260437,0.67,78.94084,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7934.result/CPLX0-7934_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7934.result/CPLX0-7934_unrelaxed_rank_1_model_3_scores.json,CPLX0-7934,500.0,Good,,,
AROD-CPLX,0.9240000133514406,0.9200000166893005,0.94,97.50557539682539,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/AROD-CPLX.result/AROD-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/AROD-CPLX.result/AROD-CPLX_unrelaxed_rank_1_model_3_scores.json,AROD-CPLX,504.0,Auto,,,
CPLX-171,0.9419999980926514,0.9399999976158142,0.95,98.25784883720931,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX-171.result/CPLX-171_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX-171.result/CPLX-171_unrelaxed_rank_1_model_3_scores.json,CPLX-171,516.0,Auto,,,
CPLX0-3241,0.8520000114440919,0.8600000143051147,0.82,85.342277992278,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3241.result/CPLX0-3241_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3241.result/CPLX0-3241_unrelaxed_rank_1_model_3_scores.json,CPLX0-3241,518.0,Auto,,,
CPLX0-0,0.5,0.5,0.5,66.64824953445066,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-0.result/CPLX0-0_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-0.result/CPLX0-0_unrelaxed_rank_1_model_3_scores.json,CPLX0-0,537.0,Poor,,,
b4362_3_,0.47,0.47,0.47,64.17489757914339,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b4362_3_.result/b4362_3__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b4362_3_.result/b4362_3__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b4362_3_,537.0,Poor,,,
CPLX0-8238,0.8660000038146973,0.8700000047683716,0.85,86.71066543438077,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8238.result/CPLX0-8238_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8238.result/CPLX0-8238_unrelaxed_rank_1_model_3_scores.json,CPLX0-8238,541.0,Auto,,,
G6523-MONOMER_G6518-MONOMER,0.2540000047683716,0.15000000596046448,0.67,90.2419413919414,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/G6523-MONOMER_G6518-MONOMER.result/G6523-MONOMER_G6518-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/G6523-MONOMER_G6518-MONOMER.result/G6523-MONOMER_G6518-MONOMER_unrelaxed_rank_1_model_3_scores.json,G6523-MONOMER_G6518-MONOMER,546.0,DNE,,,
CPLX0-7766,0.952,0.95,0.96,97.78405109489051,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7766.result/CPLX0-7766_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7766.result/CPLX0-7766_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-7766,548.0,Auto,,,
CPLX0-3181,0.8020000019073487,0.8100000023841858,0.77,84.29611313868614,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3181.result/CPLX0-3181_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-3181.result/CPLX0-3181_unrelaxed_rank_1_model_3_scores.json,CPLX0-3181,548.0,Auto,,,
PC00086,0.5680000019073487,0.5600000023841858,0.6,85.48305755395684,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/PC00086.result/PC00086_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/PC00086.result/PC00086_unrelaxed_rank_1_model_3_scores.json,PC00086,556.0,Good,,,
CPLX0-2861,0.22800000572204593,0.18000000715255737,0.42,74.04055755395684,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-2861.result/CPLX0-2861_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-2861.result/CPLX0-2861_unrelaxed_rank_1_model_3_scores.json,CPLX0-2861,556.0,Good,,,
