UniProt AC,Entry Name,TM Helix,Length,Native,TM-score,hyperlink
P39265,ALSB_ECOLI,17.0,311.0,1gubA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E10957
P32718,ALSK_ECOLI,9.0,309.0,3htvA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E10960
P26365,AMIB_ECOLI,15.0,445.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E10963
P0AE12,AMN_ECOLI,0.0,484.0,1t8rA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E10966
P0AE14,AMPE_ECOLI,74.0,284.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E10969
P69681,AMTB_ECOLI,208.0,428.0,2ns1A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E10972
P0A962,ASPG1_ECOLI,0.0,338.0,2p2dC,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E10975
P05637,APAH_ECOLI,0.0,280.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E10978
P07102,PPA_ECOLI,6.0,432.0,1dkmA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E10981
P05052,APPY_ECOLI,0.0,249.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E10984
P08202,ARAA_ECOLI,0.0,500.0,2ajtA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E10987
P08203,ARAD_ECOLI,0.0,231.0,1jdiA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E10990
P0AAF3,ARAG_ECOLI,0.0,504.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E10993
P0A9Q1,ARCA_ECOLI,0.0,238.0,1xheA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E10996
P0A6C5,ARGA_ECOLI,0.0,443.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E10999
P18335,ARGD_ECOLI,0.0,406.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11002
P0A6E4,ASSY_ECOLI,0.0,447.0,1k92A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11005
P27254,ARGK_ECOLI,0.0,331.0,2p67A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11008
P09551,ARGT_ECOLI,10.0,260.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11012
P77757,ARNC_ECOLI,55.0,322.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11015
P0A6D3,AROA_ECOLI,1.0,427.0,1g6sA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11018
P05194,AROD_ECOLI,2.0,252.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11021
P0AB91,AROG_ECOLI,0.0,350.0,1gg1B,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11024
P0A6E1,AROL_ECOLI,0.0,174.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11027
P23325,ARPA_ECOLI,0.0,728.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11030
P76159,LYSQ_ECOLI,16.0,177.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11033
P30860,ARTJ_ECOLI,7.0,243.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11036
P0AE34,ARTQ_ECOLI,107.0,238.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11039
P24242,ASCG_ECOLI,2.0,336.0,3dbiA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11042
P25550,ASLB_ECOLI,0.0,411.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11045
P22106,ASNB_ECOLI,2.0,554.0,1ct9A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11048
P0AC38,ASPA_ECOLI,0.0,478.0,1jswB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11051
P0AE37,ASTA_ECOLI,0.0,344.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11054
P76217,ASTD_ECOLI,0.0,492.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11057
P76461,ATOB_ECOLI,3.0,394.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11060
P76460,ATOE_ECOLI,194.0,440.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11063
P0AB98,ATP6_ECOLI,119.0,271.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11066
P0ABA6,ATPG_ECOLI,0.0,287.0,1fs0G,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11069
P41407,AZOR_ECOLI,2.0,201.0,2d5iA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11072
P0AEC5,BARA_ECOLI,41.0,918.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11075
P27297,BAX_ECOLI,11.0,274.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11078
P37653,BCSA_ECOLI,194.0,872.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11081
P37651,GUN_ECOLI,11.0,368.0,3qxqA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11084
P17446,BETI_ECOLI,0.0,195.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11088
Q46829,BGLA_ECOLI,0.0,479.0,2xhyA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11091
P11989,BGLG_ECOLI,0.0,278.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11094
P33363,BGLX_ECOLI,0.0,765.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11097
P12999,BIOC_ECOLI,0.0,251.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11100
P13001,BIOH_ECOLI,0.0,256.0,1m33A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11103
P0A901,BLC_ECOLI,5.0,177.0,1qwdA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11106
P06609,BTUC_ECOLI,185.0,326.0,1l7vA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11109
P37028,BTUF_ECOLI,9.0,266.0,1n2zA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11112
P0AAE8,CADB_ECOLI,260.0,444.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11115
P31572,CAIB_ECOLI,2.0,405.0,1xvuA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11118
P39206,CAIE_ECOLI,5.0,196.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11121
P0A6F1,CARA_ECOLI,0.0,382.0,1jdbF,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11124
P36659,CBPA_ECOLI,0.0,306.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11127
P33931,CCMA_ECOLI,0.0,207.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11132
P69490,CCME_ECOLI,21.0,159.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11135
P37047,CDAR_ECOLI,0.0,385.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11138
P0ABG1,CDSA_ECOLI,173.0,285.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11141
P39163,CHAC_ECOLI,0.0,231.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11144
P37794,CHBG_ECOLI,0.0,249.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11147
P07330,CHEB_ECOLI,0.0,349.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11150
P0A9H9,CHEZ_ECOLI,0.0,214.0,1kmiZ,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11153
P17315,CIRA_ECOLI,7.0,663.0,2hdiA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11156
P75726,CILA_ECOLI,0.0,510.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11159
P37019,CLCA_ECOLI,222.0,473.0,1kpkA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11163
P63284,CLPB_ECOLI,0.0,857.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11166
P0A6H8,CLS_ECOLI,39.0,486.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11169
P76291,CMOB_ECOLI,0.0,323.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11172
P0ABQ0,COABC_ECOLI,0.0,406.0,1u7zC,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11175
P52086,COBC_ECOLI,0.0,203.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11178
P0AE76,COBU_ECOLI,0.0,181.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11181
P46891,COF_ECOLI,0.0,272.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11184
P0ABI4,CORA_ECOLI,36.0,316.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11187
P08331,CPDB_ECOLI,6.0,647.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11190
P0AE85,CPXP_ECOLI,4.0,166.0,3qzcB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11193
P08401,CREC_ECOLI,38.0,474.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11197
P69783,PTGA_ECOLI,0.0,169.0,1glaF,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11200
P0ABK7,CSGB_ECOLI,11.0,151.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11203
P76621,CSID_ECOLI,0.0,325.0,1jr7A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11206
P13518,CSRD_ECOLI,41.0,646.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11209
P38054,CUSA_ECOLI,224.0,1047.0,3ne5A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11212
P0ACZ8,CUSR_ECOLI,0.0,227.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11215
P08550,CVPA_ECOLI,82.0,162.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11218
P0ABE5,C561_ECOLI,83.0,176.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11221
P0ABK2,CYDB_ECOLI,164.0,379.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11224
P27111,CYNR_ECOLI,1.0,299.0,3hfuB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11227
P17583,CYNX_ECOLI,189.0,384.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11230
P0ABJ3,CYOC_ECOLI,103.0,204.0,1fftC,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11233
P0A9F3,CYSB_ECOLI,0.0,324.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11236
P0A9D4,CYSE_ECOLI,2.0,273.0,1t3dA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11239
P17846,CYSI_ECOLI,0.0,570.0,2gepA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11242
P16703,CYSM_ECOLI,2.0,303.0,2bhsA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11245
P22255,CYSQ_ECOLI,0.0,246.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11248
P0AEB0,CYSW_ECOLI,133.0,291.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11251
P0AEB2,DACA_ECOLI,11.0,403.0,3mzfA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11254
P33013,DACD_ECOLI,11.0,388.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11257
P0AEE8,DMA_ECOLI,0.0,278.0,2g1pB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11260
P04036,DAPB_ECOLI,4.0,273.0,1dihA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11263
P0A6K1,DAPF_ECOLI,0.0,274.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11266
P0AED9,DCM_ECOLI,0.0,472.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11269
P0A830,DCTA_ECOLI,191.0,428.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11272
P0ABN9,DCUB_ECOLI,222.0,446.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11275
P0AD01,DCUR_ECOLI,4.0,239.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11278
P0A6J8,DDLA_ECOLI,0.0,364.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11281
P77308,DDPB_ECOLI,152.0,340.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11284
P77622,DDPF_ECOLI,0.0,308.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11287
P09549,DEDD_ECOLI,16.0,220.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11291
P39099,DEGQ_ECOLI,18.0,455.0,3stjA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11294
P0A6K6,DEOB_ECOLI,0.0,407.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11297
P0ACK5,DEOR_ECOLI,0.0,252.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11300
P31459,DGOK_ECOLI,0.0,292.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11303
P15723,DGTP_ECOLI,0.0,505.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11306
P37349,DHAM_ECOLI,2.0,472.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11309
Q47155,DPO4_ECOLI,0.0,351.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11312
P31680,DJLA_ECOLI,22.0,271.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11316
Q46857,DKGA_ECOLI,0.0,275.0,1mzrA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11319
P06149,DLD_ECOLI,0.0,571.0,1f0xA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11322
P76250,DMLR_ECOLI,0.0,307.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11325
P18777,DMSC_ECOLI,150.0,287.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11328
P0ACB0,DNAB_ECOLI,0.0,471.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11331
P0ABS5,PRIM_ECOLI,0.0,581.0,3b39A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11334
P0A988,DPO3B_ECOLI,0.0,366.0,1mmiA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11337
P06710,DPO3X_ECOLI,0.0,643.0,3glfG,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11340
P0AEF4,DPIA_ECOLI,0.0,226.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11343
P0AEF8,DPPB_ECOLI,142.0,339.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11346
P37313,DPPF_ECOLI,0.0,334.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11349
P0A6M2,DSBB_ECOLI,77.0,176.0,2zuqA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11352
P0AA86,DSBE_ECOLI,18.0,185.0,3k8nA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11355
P46068,DSDC_ECOLI,0.0,311.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11358
P36837,DTPB_ECOLI,294.0,489.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11361
P0ABT5,DUSB_ECOLI,0.0,321.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11364
P45568,DXR_ECOLI,1.0,398.0,1k5hA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11367
P31125,EAMA_ECOLI,209.0,299.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11370
P06846,EBGR_ECOLI,0.0,327.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11373
P0A955,ALKH_ECOLI,0.0,213.0,1euaA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11376
P0A6N4,EFP_ECOLI,0.0,188.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11379
P0ABU5,ELBB_ECOLI,0.0,217.0,1oy1A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11382
P75856,ELFD_ECOLI,16.0,233.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11385
P0AEJ0,EMRB_ECOLI,261.0,512.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11388
P52600,EMRY_ECOLI,265.0,512.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11391
P0A6P7,ENGB_ECOLI,0.0,210.0,1puiA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11394
P15047,ENTA_ECOLI,2.0,248.0,2fwmX,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11397
P19925,ENTD_ECOLI,0.0,206.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11400
P24077,ENTS_ECOLI,231.0,416.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11403
P10805,ENVY_ECOLI,4.0,253.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11406
P30845,EPTA_ECOLI,110.0,547.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11409
P39176,ERFK_ECOLI,9.0,310.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11412
P0AEJ6,EUTB_ECOLI,1.0,453.0,3aboA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11415
P77445,EUTE_ECOLI,6.0,467.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11418
P77277,EUTJ_ECOLI,0.0,278.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11421
P76556,EUTP_ECOLI,0.0,159.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11424
P65643,EUTT_ECOLI,3.0,267.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11427
P0AEK0,EXOX_ECOLI,0.0,220.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11431
P0A6Q3,FABA_ECOLI,0.0,172.0,1mkaA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11434
P0AAI5,FABF_ECOLI,8.0,413.0,1b3nA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11437
P0AEK4,FABI_ECOLI,0.0,262.0,1qsgG,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11440
P21151,FADA_ECOLI,1.0,387.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11443
Q47146,FADE_ECOLI,48.0,814.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11446
P77399,FADJ_ECOLI,0.0,714.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11449
P0A8V6,FADR_ECOLI,0.0,239.0,1h9tA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11452
P0A993,F16PA_ECOLI,0.0,332.0,2qvrA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11455
P32177,FDHD_ECOLI,3.0,277.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11458
P24183,FDNG_ECOLI,6.0,1015.0,1kqfA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11461
P32176,FDOG_ECOLI,12.0,1016.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11464
Q47208,FDRA_ECOLI,0.0,555.0,3dmyA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11467
P13036,FECA_ECOLI,4.0,774.0,1kmoA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11470
P15029,FECD_ECOLI,171.0,318.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11473
P23485,FECR_ECOLI,3.0,317.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11476
P0AEL6,FEPB_ECOLI,13.0,318.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11479
P26266,FEPE_ECOLI,31.0,377.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11482
P0AGD7,SRP54_ECOLI,0.0,453.0,2xxaA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11485
P06971,FHUA_ECOLI,7.0,747.0,2grxA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11488
P07822,FHUD_ECOLI,7.0,296.0,1k2vN,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11491
P20605,FIC_ECOLI,0.0,200.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11494
P0ADH5,FIMB_ECOLI,0.0,200.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11497
P0ADH7,FIME_ECOLI,0.0,198.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11500
P08191,FIMH_ECOLI,21.0,300.0,1klfB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11503
P75780,FIU_ECOLI,15.0,760.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11506
P68644,FIXC_ECOLI,3.0,428.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11509
P61949,FLAV_ECOLI,0.0,176.0,1ag9A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11512
P75936,FLGD_ECOLI,0.0,231.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11515
P0ABX5,FLGG_ECOLI,0.0,260.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11518
P33235,FLGK_ECOLI,0.0,547.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11522
P76299,FLHB_ECOLI,96.0,382.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11525
P04949,FLIC_ECOLI,0.0,498.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11528
P0ABZ1,FLIG_ECOLI,0.0,331.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11531
P52614,FLIK_ECOLI,0.0,375.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11534
P0AEM9,FLIY_ECOLI,8.0,266.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11539
P0A9E5,FNR_ECOLI,0.0,250.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11544
P0ABQ4,DYR_ECOLI,0.0,159.0,1ddrA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11547
P0A6T5,GCH1_ECOLI,0.0,222.0,1fbxA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11550
P0AC13,DHPS_ECOLI,0.0,282.0,1aj0A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11553
P00363,FRDA_ECOLI,0.0,602.0,1kf6A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11556
P45539,FRLA_ECOLI,257.0,445.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11559
P45543,FRLD_ECOLI,0.0,261.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11562
P51025,SFGH1_ECOLI,0.0,277.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11565
P20966,PTFBC_ECOLI,165.0,563.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11568
P0ACP1,FRUR_ECOLI,0.0,334.0,2iksA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11571
P32153,FRVX_ECOLI,0.0,356.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11574
P77579,PTFC1_ECOLI,178.0,415.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11577
P52067,FSR_ECOLI,226.0,406.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11580
P0ABH0,FTSA_ECOLI,0.0,420.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11583
P0AD68,FTSI_ECOLI,26.0,588.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11586
P06136,FTSQ_ECOLI,21.0,276.0,2vh1A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11589
P0A9A6,FTSZ_ECOLI,0.0,383.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11593
P11553,FUCK_ECOLI,0.0,482.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11596
P0ACK8,FUCR_ECOLI,0.0,243.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11599
P05042,FUMC_ECOLI,0.0,467.0,1yfeA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11602
P25526,GABD_ECOLI,0.0,482.0,3jz4A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11605
P69908,DCEA_ECOLI,0.0,466.0,1xeyB,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11608
P63204,GADE_ECOLI,1.0,175.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11611
P09147,GALE_ECOLI,0.0,338.0,1udcA,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11614
P0A9C3,GALM_ECOLI,0.0,346.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11617
P25748,GALS_ECOLI,0.0,346.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11620
P0A9B2,G3P1_ECOLI,0.0,331.0,1dc3A,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11623
P23524,GLXK2_ECOLI,0.0,381.0,,,http://zhanglab.dcmb.med.umich.edu/QUARK/ecoli2/E11626
